OBJECTID,Forest_Product_Type,Name,Status,From_,Directions_1,Directions_2,Directions_3,Directions_4,ADM_UNIT_CD,GIS_Acres,GlobalID,created_user,created_date,last_edited_user,last_edited_date,stip_document,Shape__Area,Shape__Length
1141,Christmas Tree,"Spring Creek, Zone 1",closed,,,,,,COS05000,854.62468162,{EE595FDA-50CC-4A29-B1FD-B94674B9CBCD},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,3458543.38155486,12025.643658328
1142,Christmas Tree,"San Miguel River, Zone 3",closed,,,,,,COS05000,1395.93526972,{A58CAC71-3828-46A5-AEF4-94BCD3FD462E},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,5649149.61153349,16064.9904023446
1143,Christmas Tree,Fairview North RNA,closed,,,,,,COS05000,161.33481474,{ED413BB8-8D98-488D-BFA1-4EB9AA490CB5},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,652898.83117448,4086.55992819953
1144,Christmas Tree,Powderhorn ,closed,,,,,,COS06000,47865.287499,{D5B9A49E-B014-4B2C-8917-68352614AC68},NDOVGAN,2020/11/24 00:32:30+00,NDOVGAN,2020/11/24 00:33:41+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=347,193703946.125363,84755.631171665
1145,Christmas Tree,Gunnison Sage-Grouse IBA,closed,,,,,,COS05000,16523.20228866,{6D4B2EF1-E47E-4F32-8AEE-D2501C0D137B},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,66867027.3004821,64366.9474581369
1146,Christmas Tree,North Delta,closed,,,,,,COS05000,3952.28096728,{AD25CF0D-56EF-4AC9-B894-9AA04B8CFF9C},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,15994313.6155499,20373.4157211826
1147,Christmas Tree,Powderhorn,closed,,,,,,COS06000,6037.48922755,{F8EA814C-4F99-434D-82C9-583E7D43BF40},NDOVGAN,2020/11/24 00:32:30+00,NDOVGAN,2020/11/24 00:33:41+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=347,24432852.0556786,69376.7322967543
1148,Christmas Tree,"San Miguel River, Zone 2",closed,,,,,,COS05000,8023.92160137,{891228E6-782A-4CFC-B53A-C56972C3562A},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,32471658.6653295,77406.1026506482
1149,Christmas Tree,Fairview South (BLM Expansion),closed,,,,,,COS05000,608.06568521,{2F645350-993E-41D0-836D-BDA6D6B2B361},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,2460754.52343736,8951.08747931635
1150,Christmas Tree,River Rims ACEC,closed,,,,,,COS05000,0.02839385,{24DBEB0E-A0FB-47CB-95A3-FC545E3E50D8},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,114.905831895,483.956154471
1151,Christmas Tree,Tabeguache,closed,,,,,,COS05000,8078.54599238,{6D3D591F-A65F-4809-BA24-357C2C330CE0},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,32692715.7329331,31191.9374941526
1152,Christmas Tree,Handies Peak,closed,,,,,,COS06000,15578.27091312,{73ABB47D-5A40-4685-A56A-F5A4892746EE},NDOVGAN,2020/11/24 00:32:30+00,NDOVGAN,2020/11/24 00:33:41+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=347,63043025.6946287,93471.7631276114
1153,Christmas Tree,Bill Hare Gulch,closed,,,,,,COS06000,65.95533728,{F4AF4810-8088-4EF8-9DFC-D764E8A3C272},NDOVGAN,2020/11/24 00:32:30+00,NDOVGAN,2020/11/24 00:33:41+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=347,266911.780268135,2204.12665826817
1154,Christmas Tree,American Flats,closed,,,,,,COS06000,2938.53306842,{76504F92-D411-47A3-B09C-9F4C0731A80A},NDOVGAN,2020/11/24 00:32:30+00,NDOVGAN,2020/11/24 00:33:41+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=347,11891821.4203787,19493.5557847711
1155,Christmas Tree,American Flats,closed,,,,,,COS06000,82.267096,{235EFE1D-F166-4F2E-9E6F-B1F8CD2D89D0},NDOVGAN,2020/11/24 00:32:30+00,NDOVGAN,2020/11/24 00:33:41+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=347,332923.12581715,2831.06788410417
1156,Christmas Tree,"San Miguel River, Zone 4",closed,,,,,,COS05000,1674.50378805,{BABE05F2-88D5-47A5-83C0-2933ECFA6C9C},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,6776476.40898607,15549.9001792459
1157,Christmas Tree,Adobe Badlands,closed,,,,,,COS05000,10345.19864005,{67214050-6504-4903-9EC4-78E1408BEDB8},NDOVGAN,2020/11/24 00:18:41+00,NDOVGAN,2020/11/24 21:45:49+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/UFO_Christmas_Tree_Guidelines2020.pdf,41865533.55751,36238.9749995433
1158,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{CC000C3B-B0D6-49D5-B448-F9A910ADEF52},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,71223.593775465,1850.1403536233
1159,Christmas Tree,Kinney Creek ACEC,closed,,,,,,CON02000,,{E45ED8C9-577D-451B-8AA9-08F7DDDA0CF8},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,2377492.40381861,7882.99243620049
1160,Fuelwood,Upper Colorado River SRMA,closed,,,,,,CON02000,,{FB8F990E-3A8D-482C-B462-4EB34D4380BC},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,60809967.7675717,159319.589308128
1161,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{06168C8A-C585-47A7-B9A2-C38F915B2D9E},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,3064.97151699,400.614257905183
1162,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{B350F564-4062-4A18-96FA-9080DF74C2C0},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,36662.282906,796.441559759378
1163,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{8D8A1092-6742-4B84-898A-9AF0455497C7},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,93028.963958565,1336.49250144816
1164,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{01466848-15FF-43EE-BDA6-2D4FC9ADF2DF},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,148.617132215,74.9251279055398
1165,Christmas Tree,Deer Creek,closed,,,,,,CON02000,,{7902B66E-EC98-47FD-B186-8B74D4D5EFE3},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,111034.793226185,1832.78102262421
1166,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{899D391D-B0E1-4AA0-8EC4-F782E7CACD78},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,24428.05905098,793.800275619689
1167,Fuelwood,Strawberry,closed,,,,,,CON02000,,{9C8ADAB2-955F-461F-B347-AEB64621B9D2},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,126508.070898755,2640.0721491481
1168,Christmas Tree,North Sand HIlls ISA/North Sand Hills SRMA,closed,,,,,,CON02000,,{E57E6AEF-4C76-456F-99CD-C39B1FB2C5BF},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,791479.933746925,11339.3290392287
1169,Christmas Tree,North Sand HIlls ISA,closed,,,,,,CON02000,,{4F409975-D5ED-46DC-B6F0-CCE83D4419B7},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,562.644403025,1337.99139697663
1170,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{97FC144C-DBB6-44E2-888D-C792C96D571B},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,97713.55031136,2317.54403883249
1171,Fuelwood,Strawberry,closed,,,,,,CON02000,,{23A395DC-55DE-484C-A6E9-E3B9506A51F5},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,5.727784115,34.2506802258234
1172,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{E30F547C-70F3-4EBB-851A-F1A411882E0C},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,30428.86864987,720.92678859394
1173,Christmas Tree,Kremmling Cretaceous Ammonite Locality ACEC,closed,,,,,,CON02000,,{B14502A7-22A4-4499-A9B5-38715C6FB491},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,802162.617075,4771.82571277095
1174,Christmas Tree,North Sand HIlls ISA/North Sand Hills ACEC,closed,,,,,,CON02000,,{AD1D0D9D-E70E-406C-AD91-54AAE0F42781},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,1963794.04707016,5971.29423525508
1175,Fuelwood,North Sand Hills ACEC,closed,,,,,,CON02000,,{8AE02212-797F-4A69-A177-0B91C9E36BD8},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,2191.33952053,1843.26119105365
1176,Fuelwood,Strawberry,closed,,,,,,CON02000,,{D5E9EF7C-1E1A-4FF4-920A-505998DB9474},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,24428.05905098,793.800275619689
1178,Christmas Tree,Platte River Contig. WSA,closed,,,,,,CON02000,,{E38D7AF3-3768-4E29-AD2A-C89CC04AFA4A},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,135553.64053764,1567.40480727804
1179,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{16FBDC43-456D-4335-BB42-2D1FAF68420A},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,57.00957161,54.3079635746793
1180,Fuelwood,Kremmling ACEC,closed,,,,,,CON02000,,{00F68325-E3A1-488B-AB0B-38587A7E0157},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,309531.858772245,6670.67143082652
1181,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{BAA9964A-D8CA-472C-923C-C7A12FAEEBB9},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,24533.87039948,795.339314590196
1182,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{A35963B7-7539-4B0F-BE56-57A176619F65},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,76332.155910635,1628.05712448614
1183,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{A5A91FFC-665A-4669-9A4C-E2504AE18CFE},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,93028.963958565,1336.49250144816
1184,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{C58C7E23-5BD7-4F4B-8DC4-A3A7E1DFB22F},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,24533.87039948,795.339314590196
1185,Fuelwood,Strawberry,closed,,,,,,CON02000,,{F245D7F0-6819-406F-A039-16D06B0D3FE2},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,143526.20537837,3054.23500350839
1186,Christmas Tree,North Park Natural Area ACEC,closed,,,,,,CON02000,,{D3DB25C2-BF1D-4122-B51B-19B874777596},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,3310773.93885834,7713.06031304835
1187,Fuelwood,Strawberry,closed,,,,,,CON02000,,{497608CF-5ADA-44A9-B188-056A80AA0A58},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,4305.58547896,360.056275644577
1188,Fuelwood,North Sand HIlls ISA,closed,,,,,,CON02000,,{64BFFFD6-2D39-4C5A-9C1D-1ED92A01FAE0},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,562.644403025,1337.99139697663
1189,Christmas Tree,North Sand Hills ACEC,closed,,,,,,CON02000,,{06FB436C-8484-414A-B282-AD720B75ACF7},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,2191.33952053,1843.26119105365
1190,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{59C48D87-10A4-49D7-8855-7556A1F04BED},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,43552.195336085,1038.88701446142
1191,Fuelwood,Strawberry,closed,,,,,,CON02000,,{E236CA6A-BB41-46D5-9618-C3346D39F48C},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,15198.27264597,645.360979251969
1192,Fuelwood,Strawberry,closed,,,,,,CON02000,,{A22A7999-91E2-4585-B597-9B29797AA923},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,15993.39129609,551.330420919667
1193,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{9A167C51-E4A5-4C16-B791-BB2AC7FD7C26},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,141228.8493297,2470.73272831492
1194,Christmas Tree,Barger Gulch ACEC,closed,,,,,,CON02000,,{0996D596-DE2C-4F05-B7B8-30756BCF8D29},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,2163097.67904874,7872.94339209872
1195,Fuelwood,North Sand HIlls ISA/North Sand Hills SRMA,closed,,,,,,CON02000,,{1E32E8EB-E8F0-48B3-A997-7B9E3664A94F},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,791479.933746925,11339.3290392287
1196,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{5B4994EA-3AE5-475C-9A7E-2012B38972EF},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,5.727784115,34.2506802258234
1197,Fuelwood,Kremmling ACEC/Wolford SRMA,closed,,,,,,CON02000,,{6F36194E-B9D6-471F-BC54-DBE4F107427F},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,2169662.14206123,12256.2633787747
1198,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{D54DECED-879A-48EF-9958-039F2786F72F},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,143526.20537837,3054.23500350839
1199,Fuelwood,Troublesome Creek ACEC,closed,,,,,,CON02000,,{C9AFBF96-F533-4CD0-BC0B-AEBB06E67F7D},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,4039590.60570512,10905.6946739066
1200,Christmas Tree,Kremmling ACEC,closed,,,,,,CON02000,,{89EFC999-149F-4729-BD78-2C4801901117},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,247303.540429,2241.77307322269
1201,Fuelwood,Platte River Contig. WSA,closed,,,,,,CON02000,,{B51F3B0A-DA21-4D14-907A-8B08C3F031D8},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,135553.64053764,1567.40480727804
1202,Christmas Tree,Upper Colorado River SRMA,closed,,,,,,CON02000,,{0AD7C5C7-D518-47B8-9CC8-07C90CFB2062},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,60809967.7675717,159319.589308128
1203,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{91CFC5B4-47F6-43C7-8CDC-317AEA2418E6},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,18651.2987043,680.165562573199
1204,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{BD1E62AA-0EC1-4618-A641-29E33CF1C0CB},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,22099.376965075,712.724050012237
1205,Christmas Tree,North Park Natural Area ACEC,closed,,,,,,CON02000,,{D5D1F3EB-E671-4976-AF7F-107EBF46992F},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,1285537.69239531,5828.13166989566
1206,Fuelwood,Strawberry,closed,,,,,,CON02000,,{98F934D4-9F6F-427C-9AFC-282A4CC9CB64},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,30342.414483015,828.4323477206
1207,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{745C19D8-90DE-4D71-96A0-1125D27F13B1},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,148.617132215,74.9251279055398
1208,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{B8E01CA6-F1CD-4B42-8966-A795B5414961},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,57.00957161,54.3079635746793
1209,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{C9FA9895-F813-4C86-9FF2-E586D41A1BB9},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,15198.27264597,645.360979251969
1210,Fuelwood,Troublesome WSA,closed,,,,,,CON02000,,{D9B59802-B3CA-4820-8C7A-70DC5A248929},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,33014457.4030725,42219.6174199089
1211,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{4F80C9F9-01BF-40FF-BA7C-CF74E1A5E773},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,30428.86864987,720.92678859394
1212,Christmas Tree,Kremmling ACEC,closed,,,,,,CON02000,,{3B3679FC-133A-49D0-B936-051FB645DBDB},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,309531.858772245,6670.67143082652
1213,Fuelwood,Deer Creek,closed,,,,,,CON02000,,{B7654213-CA79-4B60-A06B-C9458ABB5E8B},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,16094.93620552,1199.05399247751
1214,Christmas Tree,Kremmling ACEC/Wolford SRMA,closed,,,,,,CON02000,,{7C1C85E6-846A-4320-B53B-67EE95B8A58E},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,2169662.14206123,12256.2633787747
1216,Christmas Tree,North Sand HIlls ISA/North Sand Hills ACEC,closed,,,,,,CON02000,,{A3AD6519-E968-4BBE-AA25-DF26F00E16B7},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,0.0227486,27.4115633477141
1217,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{A4E789EB-BB78-43BB-8B66-9469793E2CAA},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,43552.195336085,1038.88701446142
1218,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{3EBF62BA-54B3-4B3C-9683-D820C8989B3D},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,30342.414483015,828.4323477206
1219,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{1E45CF61-F5B1-4928-8CDC-84C9394A3DCC},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,230553.981067965,3120.65173310428
1220,Christmas Tree,North Park Natural Area ACEC,closed,,,,,,CON02000,,{1D0D1EEA-439D-407F-B601-B56D0E7E97CD},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,13387481.1824195,30282.8805472806
