County,District,School_Name,Program,Application_Number,Applicant,Preliminary_Grant_Application,Full_Grant_Application,Site_and_Design_Application,Site_Only_Application,Design_Only_Application,Environmental_Hardship_Application,Reduced_to_Costs_Incurred,Number_of_Elementary_School_Pupil_Grants_Requested,Number_of_Middle_School_Pupil_Grants_Requested,Number_of_High_School_Pupil_Grants_Requested,Number_of_Non_Severe_School_Pupil_Grants_Requested,Number_of_Severe_School_Pupil_Grants_Requested,Grade_Level_of_Project,State_Share_of_Funding,Site_Acquisition,Financial_Hardship,CSFA_Lease_Amount,CTEFP_Loan_Amount,Type_of_Joint_Use_Facility,Type_of_Joint_Use_Partner,Industry_Sector,Portables_Replaced,Last_SAB_Date,Status
Los Angeles,Los Angeles County Office Of Education,Selacoe High,New Construction,50/10199-00-065,,,2749583.00,,,388282.00,,,,,,,70,HI,6275732.00,,6275728.00,,,,,,,11/3/2010,Closed
Los Angeles,Los Angeles County Office Of Education,Bella Vista Elementary,New Construction,50/10199-00-067,,,,,,258853.50,,RCI,,,,,36,EL,37362.50,,37362.50,,,,,,,4/23/2008,10% Completed
Los Angeles,Los Angeles County Office Of Education,Willowood Elementary,New Construction,50/10199-00-069,,,1320157.00,,,129427.00,,,,,,,36,EL,8697504.00,,6156384.00,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles County Office Of Education,Covina Community,New Construction,50/10199-00-070,,,37186.05,,,233774.95,,RCI,,,81,,,HI,107385.00,,,,,,,,,12/10/2008,Funds Released
Los Angeles,Los Angeles County Office Of Education,Palmdale Community (former Lapuente),New Construction,50/10199-00-071,,,,,,541922.00,,RCI,,,162,,,HI,107838.00,,,,,,,,,12/10/2008,2% Completed
Los Angeles,Los Angeles County Office Of Education,South Los Angeles Community,New Construction,50/10199-00-072,,,,,,361282.00,,RCI,,,108,,,HI,111382.00,,,,,,,,,12/10/2008,Funds Released
Los Angeles,Los Angeles County Office Of Education,San Fernando Valley Community Day,New Construction,50/10199-00-073,,,,,,632243.00,,RCI,,,189,,,HI,64814.00,,,,,,,,,12/10/2008,Closed
Los Angeles,Los Angeles County Office Of Education,Los Angeles Co. High For The Arts,New Construction,50/10199-00-074,,,31899495.27,,,2329668.00,,,,,567,,,HI,254340720.00,400000.00,254740720.00,,,,,,,10/26/2022,Closed
Los Angeles,Los Angeles County Office Of Education,International Polytechnic High,New Construction,50/10199-00-075,,,40087059.30,,,2329668.00,,,,,567,,,HI,187212540.00,,187212540.00,,,,,,,10/26/2022,Closed
Madera,Madera County Office Of Education,Enterprise High,New Construction,50/10207-00-002,,,307372.00,,,,,,,,,,13,HI,614744.00,,,,,,,,,9/27/2000,Closed
Madera,Madera County Office Of Education,New K-8 Elementary,New Construction,50/10207-00-006,,,1528242.23,,,,,,,,,,36,EL,1626364.00,,1430120.46,,,,,,,8/24/2011,Closed
Madera,Madera County Office Of Education,Gould Learning Center,New Construction,50/10207-00-007,,,2122544.36,,,,,,,,,,36,EL,2128466.00,,2116622.72,,,,,,,8/24/2011,Closed
Madera,Madera County Office Of Education,Madera South High,New Construction,50/10207-00-008,,,2518695.00,,,,,,,,,,45,HI,7556082.00,,7556088.00,,,,,,,1/25/2012,Closed
Madera,Madera County Office Of Education,Special Ed. Liberty High,New Construction,50/10207-00-009,,,1247166.00,,,155340.00,,,,,,,18,HI,1347819.00,,1347822.00,,,,,,,2/24/2015,Closed
Madera,Madera County Office Of Education,Pioneer Technical,New Construction,50/10207-00-010,,,2263825.00,,,381323.00,,,,,81,,9,HI,3722670.00,,3722670.00,,,,,,,2/24/2015,Closed
Madera,Madera County Office Of Education,Challenger Day School,New Construction,50/10207-00-011,,,302286.00,,,,,,8,7,,,,MI,252208.00,,252208.00,,,,,,,6/23/2010,Closed
Madera,Madera County Office Of Education,Greenhills Elementary#1,New Construction,50/10207-00-012,,,985694.00,,,77670.00,,,,,,,9,EL,1200312.00,,1200315.00,,,,,,,2/24/2015,Closed
Madera,Madera County Office Of Education,Oak Creek Intermediate,New Construction,50/10207-00-015,,,834738.00,,,77670.00,,,,,,,9,MI,1368612.00,,1368612.00,,,,,,,1/26/2011,Closed
Madera,Madera County Office Of Education,Gould Education,New Construction,50/10207-00-016,,,1059614.00,,,77670.00,,,,,,,9,EL,1705926.00,,1705926.00,,,,,,,1/26/2011,Closed
Madera,Madera County Office Of Education,Chowchilla High,New Construction,50/10207-00-017,,,1909358.00,,,155340.00,,,,,,,18,HI,4238418.00,,4238424.00,,,,,,,2/24/2015,Closed
Madera,Madera County Office Of Education,Enterprise Secondary,New Construction,50/10207-00-018,,,955844.00,,,156556.00,,,7,26,15,,,HI,2128320.00,,2128320.00,,,,,,,11/25/2014,Closed
Marin,Marin County Office Of Education,Marin County Community School,New Construction,50/10215-00-001,,,1535781.00,,,,,,,,81,,,HI,1535781.00,,,,,,,,,4/24/2019,Closed
Merced,Merced County Office Of Education,Merced College Special Education,New Construction,50/10249-00-001,,,1762345.00,,,194141.00,,RCI,,,,,27,HI,139918.32,,139918.32,,,,,,,1/26/2005,Funds Released
Merced,Merced County Office Of Education,Le Grand High,New Construction,50/10249-00-004,,,216538.00,,,64714.00,,,,,,,7,HI,843756.00,,843756.00,,,,,,,11/3/2010,Closed
Merced,Merced County Office Of Education,Livingston High,New Construction,50/10249-00-006,,,230670.00,,,64714.00,,,,,,,7,HI,590768.00,,582953.68,,,,,,,8/23/2006,Closed
Merced,Merced County Office Of Education,Franklin Elementary,New Construction,50/10249-00-007,,,,,,64714.00,,RCI,,,,,7,EL,24435.72,,24435.76,,,,,,,3/26/2003,Funds Released
Merced,Merced County Office Of Education,Sparkes (frank) Elementary,New Construction,50/10249-00-008,,,237422.00,,,64714.00,,,,,,,7,EL,604272.00,,594693.00,,,,,,,8/23/2006,Closed
Merced,Merced County Office Of Education,Dos Palos Elementary,New Construction,50/10249-00-009,,,226208.00,,,64714.00,,,,,,,7,EL,581844.00,,536449.64,,,,,,,9/27/2006,Closed
Merced,Merced County Office Of Education,Livingston Intermediate,New Construction,50/10249-00-010,,,229370.00,,,64714.00,,,,,,,7,MI,588168.00,,539161.64,,,,,,,8/23/2006,Closed
Merced,Merced County Office Of Education,Donn B. Chenoweth Elementary,New Construction,50/10249-00-012,,,223790.00,,,64714.00,,,,,,,7,EL,577008.00,,559320.36,,,,,,,8/23/2006,Closed
Merced,Merced County Office Of Education,Merced High,New Construction,50/10249-00-015,,,457661.00,,,129427.00,,,,,,,14,HI,1174176.00,,1129829.04,,,,,,,9/27/2006,Closed
Merced,Merced County Office Of Education,Los Banos High,New Construction,50/10249-00-016,,,130759.00,,,,,,,,,,4,HI,184308.00,,318690.76,,,,,,,2/23/2005,Closed
Merced,Merced County Office Of Education,Volta Elementary (yr),New Construction,50/10249-00-017,,,139147.00,,,,,,,,,,4,EL,217612.00,,271452.40,,,,,,,2/23/2005,Closed
Merced,Merced County Office Of Education,Ada Givens Elementary,New Construction,50/10249-00-018,,,174154.00,,,,,,,,,,5,EL,277668.00,,243393.40,,,,,,,1/26/2005,Closed
Merced,Merced County Office Of Education,Mitchell Intermediate,New Construction,50/10249-00-019,,,179717.00,,,,,,,,,,5,MI,299908.00,,293560.16,,,,,,,1/26/2005,Closed
Merced,Merced County Office Of Education,Rudolph Rivera Intermediate,New Construction,50/10249-00-020,,,138813.00,,,,,,,,,,4,MI,214124.00,,225231.16,,,,,,,1/26/2005,Closed
Merced,Merced County Office Of Education,Hoover Middle,New Construction,50/10249-00-021,,,338789.00,,,69304.00,,,,,,,9,MI,2448552.00,,2448564.00,,,,,,,4/27/2011,Closed
Merced,Merced County Office Of Education,Miano (r.m.) Elementary,New Construction,50/10249-00-022,,,1776841.00,,,201031.00,,,,,,,27,EL,2844489.00,,2844486.00,,,,,,,12/15/2010,Closed
Merced,Merced County Office Of Education,Lorena Falasco,New Construction,50/10249-00-023,,,444742.00,,,69304.00,,,,,,,9,EL,454299.00,,454299.00,,,,,,,12/15/2010,Closed
Merced,Merced County Office Of Education,Valley Los Banos Community Day,New Construction,50/10249-00-024,,,923683.00,,,138607.00,,,,,,,18,HI,1925720.00,,1925715.00,,,,,,,10/24/2012,Closed
Merced,Merced County Office Of Education,Valley Community  - Atwater,New Construction,50/10249-00-025,,,,,,24362.50,,RCI,,,,,27,HI,48725.00,,,,,,,,,8/23/2006,Funds Released
Merced,Merced County Office Of Education,Delhi Special Ed.,New Construction,50/10249-00-027,,,2624682.00,,,277214.00,,,,,,,36,HI,7401582.00,,7401582.00,,,,,,,12/9/2015,Closed
Merced,Merced County Office Of Education,Uc Merced Special Ed,New Construction,50/10249-00-028,,,,,,116.34,,RCI,,,,,45,EL,174.51,,174.51,,,,,,,8/23/2006,Funds Released
Merced,Merced County Office Of Education,Winton Special Ed,New Construction,50/10249-00-029,,,1585121.00,,,233009.00,,,,,,,27,EL,13265505.00,,13265505.00,,,,,,,10/26/2022,Closed
Merced,Merced County Office Of Education,Clark (galen),New Construction,50/10249-00-030,,,1470888.00,,,77670.00,,,,,,,9,EL,9867816.00,,9867816.00,,,,,,,10/26/2022,Closed
Merced,Merced County Office Of Education,Livingston New,New Construction,50/10249-00-031,,,,,,233010.00,,RCI,,,,,27,EL,127086.00,,127086.00,,,,,,,5/22/2013,100% Completed
Merced,Merced County Office Of Education,Atwater High,New Construction,50/10249-00-032,,,507116.00,,,81259.00,,,,,,,9,HI,2941880.00,,2941870.00,,,,,,,7/25/2012,Closed
Merced,Merced County Office Of Education,Ranchero New,New Construction,50/10249-00-034,,,1954501.62,,,243778.00,,,,,,,27,EL,17471280.00,,17471280.00,,,,,,,10/26/2022,Closed
Merced,Merced County Office Of Education,New Special Education Facility,New Construction,50/10249-00-035,,,,,,250438.00,,RCI,,,,,45,EL,250438.00,,250438.00,,,,,,,4/15/2015,100% Completed
Merced,Merced County Office Of Education,Winton Middle,New Construction,50/10249-00-036,,,785184.00,,,81259.00,,,,,,,9,MI,1299666.00,,1299663.00,,,,,,,7/25/2012,Closed
Merced,Merced County Office Of Education,Gustine New School,New Construction,50/10249-00-037,,,,,,81259.00,,RCI,,,,,9,EL,37630.00,,,,,,,,,7/22/2009,1% Completed
Merced,Merced County Office Of Education,Schelby,New Construction,50/10249-00-039,,,2081849.00,,,173275.00,,,,,,,18,EL,6532296.00,,6532296.00,,,,,,,1/27/2016,Closed
Merced,Merced County Office Of Education,Valley Community  - Atwater,New Construction,50/10249-99-001,,,,,,386941.00,,RCI,16,32,219,,,HI,130004.64,,130004.64,,,,,,,1/22/2003,Funds Released
Merced,Merced County Office Of Education,Valley Community - Merced Addition,New Construction,50/10249-99-003,,,493097.00,,,101218.00,,,,,27,,,HI,891471.00,,891474.00,,,,,,,4/27/2011,Closed
Merced,Merced County Office Of Education,Valley Community School (los Banos),New Construction,50/10249-99-004,,,9914181.00,546774.00,,386941.00,,,16,32,219,,,HI,30710688.00,1833000.00,32543688.00,,,,,,,12/10/2003,Closed
Merced,Merced County Office Of Education,Valley Community School (livingston),New Construction,50/10249-99-005,,,,,,386941.00,,RCI,16,32,219,,,HI,142106.64,,142106.68,,,,,,,1/22/2003,Funds Released
Merced,Merced County Office Of Education,Valley Community School-merced,New Construction,50/10249-99-006,,,3579614.00,472500.00,,698630.00,,,,,216,,,HI,14252232.00,,14252232.00,,,,,,,4/27/2011,Closed
Merced,Merced County Office Of Education,Valley Community  - Atwater,New Construction,50/10249-99-007,,,,,,936656.00,,RCI,,,280,,,HI,1090978.48,,1090978.52,,,,,,,11/4/2009,55% Completed
Merced,Merced County Office Of Education,Atwater Valley Community,New Construction,50/10249-99-008,,,17502274.00,,,1872352.00,,,,,459,,,HI,34275256.00,4458612.00,38733868.00,,,,,,,2/28/2018,Closed
Merced,Merced County Office Of Education,Valley Community - Merced Addition #2,New Construction,50/10249-99-009,,,2252879.00,,,428813.00,,,47,81,,,,EL,3011160.00,,3011160.00,,,,,,,1/27/2016,Closed
Modoc,Modoc County Office Of Education,Alturas Community School,New Construction,50/10256-00-001,,,,,,54185.00,,RCI,,7,12,,,HI,41122.74,,41122.74,,,,,,,9/22/2004,Funds Released
Modoc,Modoc County Office Of Education,Modoc High,New Construction,50/10256-00-002,,,840481.00,,,50333.00,,,,,,,18,HI,1336221.00,,1336221.00,,,,,,,9/24/2003,Closed
Modoc,Modoc County Office Of Education,Tulelake Basin Elementary,New Construction,50/10256-00-003,,,,,,31881.00,,RCI,12,,,1,,EL,6666.66,,6666.68,,,,,,,9/22/2004,Funds Released
Modoc,Modoc County Office Of Education,Tulelake High,New Construction,50/10256-00-004,,,,,,50333.00,,RCI,,,,,7,HI,10000.00,,10000.00,,,,,,,9/22/2004,Funds Released
Mono,Mono County Office Of Education,Mono County Community,New Construction,50/10264-00-001,,,2266107.00,,,,,,22,10,16,,,HI,4532214.00,,,,,,,,,4/25/2001,Closed
Monterey,Monterey County Office Of Education,Rogge Rd Middle - Special Ed,New Construction,50/10272-00-003,,,2706906.00,,,268042.00,,RCI,,,,,36,MI,266798.54,,266798.54,,,,,,,6/27/2007,9% Completed
Monterey,Monterey County Office Of Education,Mckinnon Special Education,New Construction,50/10272-00-004,,,3184295.87,,,402062.00,,,,,,,54,EL,7213576.00,,7114471.48,,,,,,,5/27/2009,Closed
Monterey,Monterey County Office Of Education,Salinas Community,New Construction,50/10272-00-005,,,,,,362856.00,,RCI,9,34,76,,,HI,7257.12,,7257.12,,,,,,,3/28/2007,1% Completed
Monterey,Monterey County Office Of Education,La Gloria Elementary,New Construction,50/10272-00-006,,,,,,3575.00,,RCI,,,,,18,EL,3575.00,,3575.00,,,,,,,5/25/2011,1% Completed
Monterey,Monterey County Office Of Education,King City Middle,New Construction,50/10272-00-007,,,,,,3576.00,,RCI,,,,,18,MI,3576.00,,3576.00,,,,,,,2/22/2012,1% Completed
Monterey,Monterey County Office Of Education,King City High,New Construction,50/10272-00-008,,,,,,3575.00,,RCI,,,,,18,HI,3575.00,,3575.00,,,,,,,5/25/2011,1% Completed
Monterey,Monterey County Office Of Education,Bolsa Knolls Middle School Special Education,New Construction,50/10272-00-009,,,3796690.00,,,357610.00,,,,,,,36,MI,28981335.00,,28021005.00,,,,,,,10/26/2022,Closed
Monterey,Monterey County Office Of Education,Fairview Elementary,New Construction,50/10272-00-010,,,,,,46164.00,,RCI,,,,,18,EL,49740.00,,42588.00,,,,,,,1/25/2017,Funds Released
Monterey,Monterey County Office Of Education,Salinas Community,New Construction,50/10272-00-011,,,7465545.00,789401.00,,735600.00,,,,7,78,,,HI,10716165.00,3286551.00,12968922.00,,,,,,,9/25/2019,100% Completed
Napa,Napa County Office Of Education,Napa County Community,New Construction,50/10280-00-001,,,194041.00,,,,,,,18,,,,MI,194041.00,,,,,,,,,12/10/2008,Closed
Orange,Orange County Office Of Education,Euclid Ave. High,New Construction,50/10306-00-001,,,,,,614992.00,,RCI,,,,,90,EL,930455.94,,914520.06,,,,,,,10/6/2010,30% Completed
Orange,Orange County Office Of Education,Community School #1,New Construction,50/10306-00-002,,,377673.88,5314225.12,,881896.00,,RCI,,,294,,,HI,2204740.00,14323185.00,16341053.30,,,,,,,8/27/2008,30% Completed
Orange,Orange County Office Of Education,Community School #2,New Construction,50/10306-00-003,,,,,,865815.92,,RCI,33,36,231,,,EL,1322844.00,,1274603.76,,,,,,,7/27/2005,Funds Released
Orange,Orange County Office Of Education,Community School #3,New Construction,50/10306-00-004,,,,,,881896.00,,RCI,33,36,231,,,EL,51366.52,,51366.52,,,,,,,9/22/2004,Funds Released
Orange,Orange County Office Of Education,Community School #4,New Construction,50/10306-00-005,,,,,,35111.71,,RCI,33,36,231,,,EL,70223.44,,70223.40,,,,,,,12/8/2004,Funds Released
Orange,Orange County Office Of Education,Mann Elementary,New Construction,50/10306-00-006,,,8517851.00,3420485.00,,711850.00,,,,,,,108,EL,25459512.00,12491046.00,37950558.00,,,,,,,2/23/2005,Closed
Orange,Orange County Office Of Education,University High,New Construction,50/10306-00-007,,,11793990.00,,,905990.00,,,,,,,126,HI,44941600.00,213360.00,45154968.00,,,,,,,8/17/2016,Closed
Orange,Orange County Office Of Education,Crown Valley Elementary,New Construction,50/10306-00-009,,,85605.00,,,14891.00,,,,,,,2,EL,150744.00,,149790.99,,,,,,,4/26/2006,Closed
Orange,Orange County Office Of Education,Reilly Elementary,New Construction,50/10306-00-011,,,31541.00,,,14891.00,,,,,,,1,EL,46432.00,,46432.00,,,,,,,10/26/2005,Closed
Orange,Orange County Office Of Education,Community School#5,New Construction,50/10306-00-012,,,,,,1872813.00,,RCI,33,50,517,,,HI,0.00,,1564.20,,,,,,,1/25/2006,Funds Released
Orange,Orange County Office Of Education,Community School #6,New Construction,50/10306-00-013,,,9229553.00,,,1872813.00,,RCI,,,300,,,HI,588551.00,,1872813.00,,,,,,,8/27/2008,30% Completed
Orange,Orange County Office Of Education,Community School #7,New Construction,50/10306-00-014,,,,,,1937.79,,RCI,33,50,517,,,HI,1937.78,,1937.80,,,,,,,12/15/2005,Funds Released
Orange,Orange County Office Of Education,Community School #8,New Construction,50/10306-00-016,,,,,,72708.00,,RCI,,,351,,,HI,72708.00,,72708.00,,,,,,,8/24/2011,1% Completed
Orange,Orange County Office Of Education,Community School #10,New Construction,50/10306-00-018,,,26084195.00,,,,,,,,546,,,HI,139576008.00,,139576008.00,,,,,,,10/26/2022,Closed
Orange,Orange County Office Of Education,Community School #9,New Construction,50/10306-00-019,,,11033938.00,3960391.00,,1467916.00,,,,,378,,,HI,21524037.00,6866250.00,20996448.00,,,,,,,5/27/2020,99% Completed
Placer,Placer County Office Of Education,Cathryn Gates Elementary,New Construction,50/10314-00-002,,,750814.00,,,,,,,,,,16,EL,961602.00,,1290840.00,,,,,,,1/3/2001,Closed
Placer,Placer County Office Of Education,Eich Intermediate,New Construction,50/10314-00-003,,,110662.00,,,43754.00,,,,,,,3,MI,231624.00,,231624.00,,,,,,,1/22/2003,Closed
Placer,Placer County Office Of Education,Newcastle Elementary,New Construction,50/10314-00-004,,,947582.00,,,43754.00,,,,,,,13,EL,2415950.00,,2415950.00,,,,,,,6/23/2010,Closed
Placer,Placer County Office Of Education,Secret Ravine,New Construction,50/10314-00-005,,,3376930.00,,,284044.00,,,,,,,45,EL,13970776.00,,14848744.00,,,,,,,12/9/2015,Closed
Placer,Placer County Office Of Education,Sierra Elementary,New Construction,50/10314-00-006,,,2488294.00,,,150998.00,,,,,,,36,MI,15158748.00,,15158748.00,,,,,,,10/26/2022,Closed
Placer,Placer County Office Of Education,Quail Glen Elementary,New Construction,50/10314-00-007,,,1051018.00,,,,,RCI,,,,,18,EL,3123114.00,,3135042.00,,,,,,,10/17/2016,Closed
Placer,Placer County Office Of Education,Olive Ranch Special Education,New Construction,50/10314-00-008,,,1419138.43,,,207911.00,,,,,,,27,EL,3386964.00,,2738306.58,,,,,,,5/27/2015,Closed
Placer,Placer County Office Of Education,Creekview Ranch Middle,New Construction,50/10314-00-009,,,1320618.00,,,,,,,,,26,,MI,1290144.00,,1290146.00,,,,,,,3/20/2013,Closed
Placer,Placer County Office Of Education,Secret Ravine,New Construction,50/10314-00-010,,,,,,78374.00,,RCI,,,,,18,EL,117561.00,,117561.00,,,,,,,10/17/2016,41% Completed
Riverside,Riverside County Office Of Education,Acacia Middle,New Construction,50/10330-98-002,,,753182.00,,,,,,,,,,18,MI,1401264.00,,1569940.00,,,,,,,4/23/2008,Closed
Riverside,Riverside County Office Of Education,Dune Palms Elem,New Construction,50/10330-98-003,,,920212.00,,,,,,,,,,18,EL,1840424.00,,1797408.40,,,,,,,2/22/2006,Closed
Riverside,Riverside County Office Of Education,La Quinta Middle,New Construction,50/10330-98-004,,,1131234.00,,,,,,,,,,18,MI,2262468.00,,2122867.44,,,,,,,2/27/2008,Closed
Riverside,Riverside County Office Of Education,Mountain Shadows Middle,New Construction,50/10330-98-005,,,553957.87,,,,,,,,,,9,MI,2215832.00,,2184278.96,,,,,,,12/12/2007,Closed
Riverside,Riverside County Office Of Education,Ysmael Villegas Middle,New Construction,50/10330-98-007,,,848644.00,,,,,,,,,,18,MI,1272966.00,,1254919.47,,,,,,,3/26/2008,Closed
